Applicant_ID,Age,Employment_Type,Monthly_Net_Income,Total_Existing_EMIs,CIBIL_Score,Is_First_Loan,Requested_Loan_Amount,Requested_Tenure_Months,Average_Monthly_Bank_Balance,Number_of_Bounced_Transactions_Last_6M,Default
KAGGLE003787,25,Salaried,3200.0,1056.0,,0,12500,,,,0
KAGGLE003788,25,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003789,22,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003790,22,Salaried,3200.0,832.0,,0,10000,,,,0
KAGGLE003791,23,Salaried,3200.0,640.0,,0,7675,,,,0
KAGGLE003792,22,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003793,25,Salaried,3200.0,832.0,,0,10000,,,,0
KAGGLE003794,23,Salaried,3200.0,416.0,,0,5000,,,,0
KAGGLE003795,23,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003796,23,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003797,23,Salaried,3200.0,416.0,,0,5000,,,,0
KAGGLE003798,26,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003799,22,Salaried,2500.0,325.0,,0,4000,,,,1
KAGGLE003800,22,Salaried,3200.0,96.0,,0,1000,,,,0
KAGGLE003801,25,Salaried,3200.0,480.0,,0,5700,,,,0
KAGGLE003802,26,Salaried,2700.0,837.0,,0,10000,,,,1
KAGGLE003803,22,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003804,26,Salaried,3200.0,512.0,,0,6000,,,,0
KAGGLE003805,26,Salaried,2500.0,325.0,,0,4000,,,,1
KAGGLE003806,25,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003807,24,Salaried,2500.0,325.0,,0,4000,,,,0
KAGGLE003808,25,Salaried,2575.0,334.75,,0,4000,,,,1
KAGGLE003809,24,Salaried,3200.0,832.0,,0,10000,,,,0
KAGGLE003810,26,Salaried,2592.0,336.96000000000004,,0,4000,,,,0
KAGGLE003811,24,Salaried,2600.0,338.0,,0,4000,,,,0
KAGGLE003812,25,Salaried,3200.0,992.0,,0,12000,,,,0
KAGGLE003813,22,Salaried,3200.0,832.0,,0,10000,,,,0
KAGGLE003814,22,Salaried,3200.0,704.0,,0,8500,,,,0
KAGGLE003815,23,Salaried,2600.0,338.0,,0,4000,,,,0
KAGGLE003816,24,Salaried,2634.0833333333335,342.43083333333334,,0,4000,,,,0
KAGGLE003817,26,Salaried,3200.0,832.0,,0,10000,,,,0
KAGGLE003818,21,Salaried,2700.0,135.0,,0,1750,,,,1
KAGGLE003819,22,Salaried,2666.6666666666665,346.6666666666667,,0,4000,,,,0
KAGGLE003820,23,Salaried,3200.0,832.0,,0,10000,,,,0
KAGGLE003821,25,Salaried,2666.6666666666665,346.6666666666667,,0,4000,,,,0
KAGGLE003822,24,Salaried,2666.6666666666665,346.6666666666667,,0,4000,,,,1
KAGGLE003823,23,Salaried,2666.6666666666665,346.6666666666667,,0,4000,,,,0
KAGGLE003824,26,Salaried,2700.0,324.0,,0,4000,,,,0
KAGGLE003825,25,Salaried,2700.0,324.0,,0,4000,,,,0
KAGGLE003826,24,Salaried,2708.3333333333335,325.0,,0,4000,,,,0
KAGGLE003827,23,Salaried,2711.25,325.34999999999997,,0,4000,,,,0
KAGGLE003828,24,Salaried,3200.0,672.0,,0,8000,,,,0
KAGGLE003829,23,Salaried,3200.0,512.0,,0,6000,,,,0
KAGGLE003830,25,Salaried,2720.0,326.4,,0,4000,,,,0
KAGGLE003831,21,Salaried,3200.0,1024.0,,0,12200,,,,0
KAGGLE003832,23,Salaried,2749.4166666666665,329.92999999999995,,0,4000,,,,1
KAGGLE003833,22,Salaried,3201.9166666666665,160.09583333333333,,0,2000,,,,0
KAGGLE003834,24,Salaried,3204.1666666666665,448.58333333333337,,0,5500,,,,0
KAGGLE003835,22,Salaried,2707.0,514.33,,0,6250,,,,1
KAGGLE003836,23,Salaried,3207.6666666666665,545.3033333333334,,0,6500,,,,0
KAGGLE003837,25,Salaried,3208.0,673.68,,0,8000,,,,0
KAGGLE003838,26,Salaried,2708.0,352.04,,0,4200,,,,1
KAGGLE003839,22,Salaried,2750.0,330.0,,0,4000,,,,0
KAGGLE003840,23,Salaried,2750.0,330.0,,0,4000,,,,0
KAGGLE003841,26,Salaried,2768.9166666666665,332.27,,0,4000,,,,0
KAGGLE003842,21,Salaried,3208.3333333333335,545.4166666666667,,0,6500,,,,0
KAGGLE003843,23,Salaried,2833.3333333333335,340.0,,0,4000,,,,0
KAGGLE003844,24,Salaried,3208.3333333333335,192.5,,0,2500,,,,0
KAGGLE003845,23,Salaried,3208.3333333333335,256.6666666666667,,0,3000,,,,0
KAGGLE003846,25,Salaried,2850.0,342.0,,0,4000,,,,0
KAGGLE003847,23,Salaried,2875.0,345.0,,0,4000,,,,0
KAGGLE003848,22,Salaried,3219.0,386.28,,0,4800,,,,0
KAGGLE003849,22,Salaried,2900.0,319.0,,0,4000,,,,0
KAGGLE003850,22,Salaried,2720.3333333333335,1142.54,,0,13750,,,,1
KAGGLE003851,20,Salaried,2721.0,489.78,,0,6000,,,,1
KAGGLE003852,23,Salaried,3222.25,386.66999999999996,,0,4800,,,,0
KAGGLE003853,25,Salaried,2916.6666666666665,320.8333333333333,,0,4000,,,,0
KAGGLE003854,25,Salaried,2416.6666666666665,338.33333333333337,,0,4000,,,,1
KAGGLE003855,21,Salaried,2416.6666666666665,338.33333333333337,,0,4000,,,,1
KAGGLE003856,25,Salaried,2916.6666666666665,320.8333333333333,,0,4000,,,,0
KAGGLE003857,25,Salaried,3240.0,777.6,,0,9500,,,,0
KAGGLE003858,22,Salaried,2416.6666666666665,338.33333333333337,,0,4000,,,,1
KAGGLE003859,24,Salaried,2416.6666666666665,338.33333333333337,,0,4000,,,,1
KAGGLE003860,26,Salaried,3242.0,842.9200000000001,,0,10000,,,,0
KAGGLE003861,25,Salaried,2958.3333333333335,325.4166666666667,,0,4000,,,,0
KAGGLE003862,24,Salaried,3250.0,97.5,,0,1200,,,,0
KAGGLE003863,26,Salaried,2500.0,325.0,,0,4000,,,,1
KAGGLE003864,22,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003865,22,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003866,22,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003867,25,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003868,22,Salaried,2500.0,325.0,,0,4000,,,,1
KAGGLE003869,24,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003870,22,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003871,26,Salaried,3000.0,330.0,,0,4000,,,,0
KAGGLE003872,23,Salaried,3025.0,332.75,,0,4000,,,,0
KAGGLE003873,22,Salaried,3083.3333333333335,339.1666666666667,,0,4000,,,,0
KAGGLE003874,21,Salaried,3083.3333333333335,339.1666666666667,,0,4000,,,,0
KAGGLE003875,21,Salaried,3100.0,341.0,,0,4000,,,,0
KAGGLE003876,23,Salaried,3166.6666666666665,348.3333333333333,,0,4000,,,,0
KAGGLE003877,22,Salaried,3250.0,260.0,,0,3250,,,,0
KAGGLE003878,25,Salaried,3250.0,260.0,,0,3000,,,,0
KAGGLE003879,22,Salaried,3200.0,320.0,,0,4000,,,,0
KAGGLE003880,23,Salaried,3200.0,320.0,,0,4000,,,,0
KAGGLE003881,22,Salaried,3200.0,320.0,,0,4000,,,,0
KAGGLE003882,21,Salaried,3250.0,97.5,,0,1000,,,,0
KAGGLE003883,24,Salaried,3200.0,320.0,,0,4000,,,,0
KAGGLE003884,22,Salaried,2700.0,324.0,,0,4000,,,,1
KAGGLE003885,25,Salaried,3200.0,320.0,,0,4000,,,,0
KAGGLE003886,23,Salaried,3237.5,323.75,,0,4000,,,,0
KAGGLE003887,25,Salaried,3250.0,325.0,,0,4000,,,,0
KAGGLE003888,24,Salaried,3250.0,325.0,,0,4000,,,,0
KAGGLE003889,24,Salaried,3250.0,455.00000000000006,,0,5600,,,,0
KAGGLE003890,23,Salaried,3250.0,422.5,,0,5000,,,,0
KAGGLE003891,26,Salaried,3250.0,780.0,,0,9500,,,,0
KAGGLE003892,25,Salaried,3250.0,390.0,,0,4500,,,,0
KAGGLE003893,26,Salaried,2750.0,742.5,,0,9000,,,,1
KAGGLE003894,25,Salaried,3250.0,487.5,,0,6000,,,,0
KAGGLE003895,22,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003896,23,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003897,24,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003898,25,Salaried,2833.3333333333335,340.0,,0,4000,,,,1
KAGGLE003899,23,Salaried,3250.0,845.0,,0,10000,,,,0
KAGGLE003900,22,Salaried,3250.0,910.0000000000001,,0,10750,,,,0
KAGGLE003901,21,Salaried,2750.0,275.0,,0,3250,,,,1
KAGGLE003902,22,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003903,21,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003904,22,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003905,22,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE003906,26,Salaried,3350.0,335.0,,0,4000,,,,0
KAGGLE003907,23,Salaried,2916.6666666666665,320.8333333333333,,0,4000,,,,1
KAGGLE003908,23,Salaried,3250.0,260.0,,0,3000,,,,0
KAGGLE003909,23,Salaried,3417.0,341.70000000000005,,0,4000,,,,0
KAGGLE003910,24,Salaried,3430.0,343.0,,0,4000,,,,0
KAGGLE003911,24,Salaried,2933.3333333333335,322.6666666666667,,0,4000,,,,1
KAGGLE003912,21,Salaried,3500.0,350.0,,0,4000,,,,0
KAGGLE003913,23,Salaried,3500.0,350.0,,0,4000,,,,0
KAGGLE003914,26,Salaried,2750.0,990.0,,0,12000,,,,1
KAGGLE003915,21,Salaried,3000.0,330.0,,0,4000,,,,1
KAGGLE003916,23,Salaried,3000.0,330.0,,0,4000,,,,1
KAGGLE003917,23,Salaried,3260.0,586.8,,0,7000,,,,0
KAGGLE003918,22,Salaried,3260.3333333333335,423.84333333333336,,0,5000,,,,0
KAGGLE003919,25,Salaried,2764.0,497.52,,0,6000,,,,1
KAGGLE003920,26,Salaried,2766.0,248.94,,0,3000,,,,1
KAGGLE003921,26,Salaried,3000.0,330.0,,0,4000,,,,1
KAGGLE003922,22,Salaried,3500.0,350.0,,0,4000,,,,0
KAGGLE003923,22,Salaried,3500.0,350.0,,0,4000,,,,0
KAGGLE003924,23,Salaried,3268.0,817.0,,0,10000,,,,0
KAGGLE003925,23,Salaried,3500.0,350.0,,0,4000,,,,0
KAGGLE003926,22,Salaried,3275.0,589.5,,0,7000,,,,0
KAGGLE003927,22,Salaried,3275.0,458.50000000000006,,0,5325,,,,0
KAGGLE003928,22,Salaried,3500.0,350.0,,0,4000,,,,0
KAGGLE003929,25,Salaried,3541.6666666666665,318.75,,0,4000,,,,0
KAGGLE003930,22,Salaried,3583.0,322.46999999999997,,0,4000,,,,0
KAGGLE003931,22,Salaried,3283.0,426.79,,0,5000,,,,0
KAGGLE003932,24,Salaried,3583.3333333333335,322.5,,0,4000,,,,0
KAGGLE003933,24,Salaried,3288.0,98.64,,0,1325,,,,0
KAGGLE003934,23,Salaried,3288.0,1150.8,,0,14000,,,,0
KAGGLE003935,25,Salaried,3583.3333333333335,322.5,,0,4000,,,,0
KAGGLE003936,26,Salaried,3300.0,330.0,,0,4000,,,,1
KAGGLE003937,25,Salaried,3800.0,342.0,,0,4000,,,,0
KAGGLE003938,23,Salaried,3291.6666666666665,822.9166666666666,,0,10000,,,,0
KAGGLE003939,22,Salaried,3416.6666666666665,341.6666666666667,,0,4000,,,,1
KAGGLE003940,23,Salaried,3916.6666666666665,352.5,,0,4000,,,,0
KAGGLE003941,25,Salaried,3416.6666666666665,341.6666666666667,,0,4000,,,,1
KAGGLE003942,22,Salaried,3917.0,352.53,,0,4000,,,,0
KAGGLE003943,23,Salaried,3917.0,352.53,,0,4000,,,,0
KAGGLE003944,24,Salaried,3924.0,313.92,,0,4000,,,,0
KAGGLE003945,22,Salaried,4000.0,320.0,,0,4000,,,,0
KAGGLE003946,22,Salaried,4000.0,320.0,,0,4000,,,,0
KAGGLE003947,21,Salaried,3300.0,297.0,,0,3500,,,,0
KAGGLE003948,26,Salaried,4000.0,320.0,,0,4000,,,,0
KAGGLE003949,25,Salaried,4000.0,320.0,,0,4000,,,,0
KAGGLE003950,25,Salaried,3300.0,396.0,,0,4800,,,,0
KAGGLE003951,24,Salaried,3500.0,350.0,,0,4000,,,,1
KAGGLE003952,24,Salaried,3500.0,350.0,,0,4000,,,,1
KAGGLE003953,25,Salaried,3300.0,429.0,,0,5000,,,,0
KAGGLE003954,23,Salaried,3300.0,495.0,,0,6000,,,,0
KAGGLE003955,23,Salaried,3300.0,693.0,,0,8250,,,,0
KAGGLE003956,26,Salaried,2805.0,364.65000000000003,,0,4500,,,,1
KAGGLE003957,24,Salaried,3666.6666666666665,330.0,,0,4000,,,,1
KAGGLE003958,24,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003959,26,Salaried,3306.0,958.7399999999999,,0,11500,,,,0
KAGGLE003960,23,Salaried,3307.4166666666665,1091.4475,,0,13000,,,,0
KAGGLE003961,23,Salaried,3308.3333333333335,694.75,,0,8400,,,,0
KAGGLE003962,24,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003963,24,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003964,25,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003965,23,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003966,23,Salaried,3316.6666666666665,795.9999999999999,,0,9750,,,,0
KAGGLE003967,24,Salaried,3319.0,265.52,,0,3000,,,,0
KAGGLE003968,21,Salaried,3319.0,1261.22,,0,15000,,,,0
KAGGLE003969,25,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003970,23,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003971,24,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003972,22,Salaried,3322.9166666666665,830.7291666666666,,0,10000,,,,0
KAGGLE003973,23,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003974,22,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003975,25,Salaried,4166.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE003976,22,Salaried,4167.0,333.36,,0,4000,,,,0
KAGGLE003977,24,Salaried,4167.0,333.36,,0,4000,,,,0
KAGGLE003978,22,Salaried,3715.1666666666665,334.36499999999995,,0,4000,,,,1
KAGGLE003979,26,Salaried,3332.5,199.95,,0,2400,,,,0
KAGGLE003980,21,Salaried,4234.0,338.72,,0,4000,,,,0
KAGGLE003981,22,Salaried,3333.0,499.95,,0,6000,,,,0
KAGGLE003982,24,Salaried,3333.0,266.64,,0,3000,,,,0
KAGGLE003983,23,Salaried,4246.0,339.68,,0,4000,,,,0
KAGGLE003984,24,Salaried,3750.0,337.5,,0,4000,,,,1
KAGGLE003985,23,Salaried,4300.0,344.0,,0,4000,,,,0
KAGGLE003986,24,Salaried,3333.0,433.29,,0,5000,,,,0
KAGGLE003987,23,Salaried,3802.5,342.22499999999997,,0,4000,,,,1
KAGGLE003988,23,Salaried,4333.0,346.64,,0,4000,,,,0
KAGGLE003989,24,Salaried,4333.333333333333,346.66666666666663,,0,4000,,,,0
KAGGLE003990,23,Salaried,3333.0,933.2400000000001,,0,11000,,,,0
KAGGLE003991,24,Salaried,4333.333333333333,346.66666666666663,,0,4000,,,,0
KAGGLE003992,25,Salaried,3866.0,347.94,,0,4000,,,,1
KAGGLE003993,26,Salaried,4400.0,352.0,,0,4000,,,,0
KAGGLE003994,22,Salaried,4440.416666666667,355.23333333333335,,0,4000,,,,0
KAGGLE003995,24,Salaried,4469.666666666667,312.8766666666667,,0,4000,,,,0
KAGGLE003996,23,Salaried,4000.0,320.0,,0,4000,,,,1
KAGGLE003997,25,Salaried,4500.0,315.00000000000006,,0,4000,,,,0
KAGGLE003998,26,Salaried,4583.0,320.81,,0,4000,,,,0
KAGGLE003999,22,Salaried,3333.0,299.96999999999997,,0,3500,,,,0
KAGGLE004000,23,Salaried,4583.333333333333,320.8333333333333,,0,4000,,,,0
KAGGLE004001,26,Salaried,4583.333333333333,320.8333333333333,,0,4000,,,,0
KAGGLE004002,21,Salaried,4583.333333333333,320.8333333333333,,0,4000,,,,0
KAGGLE004003,23,Salaried,4583.333333333333,320.8333333333333,,0,4000,,,,0
KAGGLE004004,23,Salaried,4583.333333333333,320.8333333333333,,0,4000,,,,0
KAGGLE004005,24,Salaried,4583.333333333333,320.8333333333333,,0,4000,,,,0
KAGGLE004006,23,Salaried,4666.666666666667,326.66666666666674,,0,4000,,,,0
KAGGLE004007,23,Salaried,3333.0,833.25,,0,10000,,,,0
KAGGLE004008,21,Salaried,4750.0,332.50000000000006,,0,4000,,,,0
KAGGLE004009,21,Salaried,3333.0,666.6,,0,8000,,,,0
KAGGLE004010,22,Salaried,4750.0,332.50000000000006,,0,4000,,,,0
KAGGLE004011,23,Salaried,4791.666666666667,335.41666666666674,,0,4000,,,,0
KAGGLE004012,23,Salaried,3333.0,299.96999999999997,,0,3600,,,,0
KAGGLE004013,21,Salaried,3333.0,1099.89,,0,13000,,,,0
KAGGLE004014,23,Salaried,4800.0,336.00000000000006,,0,4000,,,,0
KAGGLE004015,26,Salaried,3333.0,599.9399999999999,,0,7000,,,,0
KAGGLE004016,23,Salaried,4833.333333333333,338.33333333333337,,0,4000,,,,0
KAGGLE004017,22,Salaried,4833.333333333333,338.33333333333337,,0,4000,,,,0
KAGGLE004018,23,Salaried,4860.0,340.20000000000005,,0,4000,,,,0
KAGGLE004019,22,Salaried,3333.0,499.95,,0,6000,,,,0
KAGGLE004020,26,Salaried,4400.0,352.0,,0,4000,,,,1
KAGGLE004021,25,Salaried,3333.0,266.64,,0,3200,,,,0
KAGGLE004022,22,Salaried,5000.0,350.00000000000006,,0,4000,,,,0
KAGGLE004023,23,Salaried,5000.0,350.00000000000006,,0,4000,,,,0
KAGGLE004024,23,Salaried,5000.0,350.00000000000006,,0,4000,,,,0
KAGGLE004025,26,Salaried,4500.0,315.00000000000006,,0,4000,,,,1
KAGGLE004026,22,Salaried,5000.0,350.00000000000006,,0,4000,,,,0
KAGGLE004027,24,Salaried,3333.0,633.27,,0,7500,,,,0
KAGGLE004028,26,Salaried,5166.666666666667,310.0,,0,4000,,,,0
KAGGLE004029,26,Salaried,3333.0,533.28,,0,6500,,,,0
KAGGLE004030,23,Salaried,5166.666666666667,310.0,,0,4000,,,,0
KAGGLE004031,24,Salaried,4700.0,329.00000000000006,,0,4000,,,,1
KAGGLE004032,25,Salaried,5208.333333333333,312.49999999999994,,0,4000,,,,0
KAGGLE004033,25,Salaried,5208.333333333333,312.49999999999994,,0,4000,,,,0
KAGGLE004034,21,Salaried,5250.0,315.0,,0,4000,,,,0
KAGGLE004035,22,Salaried,5250.0,315.0,,0,4000,,,,0
KAGGLE004036,23,Salaried,5291.666666666667,317.5,,0,4000,,,,0
KAGGLE004037,22,Salaried,3333.3333333333335,1200.0,,0,14400,,,,0
KAGGLE004038,22,Salaried,3333.3333333333335,833.3333333333334,,0,9875,,,,0
KAGGLE004039,24,Salaried,5416.666666666667,325.0,,0,4000,,,,0
KAGGLE004040,25,Salaried,5416.666666666667,325.0,,0,4000,,,,0
KAGGLE004041,26,Salaried,3333.3333333333335,1000.0,,0,12000,,,,0
KAGGLE004042,24,Salaried,5416.666666666667,325.0,,0,4000,,,,0
KAGGLE004043,23,Salaried,5416.666666666667,325.0,,0,4000,,,,0
KAGGLE004044,25,Salaried,5458.25,327.495,,0,4000,,,,0
KAGGLE004045,23,Salaried,3333.3333333333335,1500.0,,0,18000,,,,0
KAGGLE004046,23,Salaried,5083.333333333333,355.83333333333337,,0,4000,,,,1
KAGGLE004047,24,Salaried,5600.0,336.0,,0,4000,,,,0
KAGGLE004048,23,Salaried,5620.833333333333,337.24999999999994,,0,4000,,,,0
KAGGLE004049,22,Salaried,3333.3333333333335,1000.0,,0,12000,,,,0
KAGGLE004050,25,Salaried,5666.666666666667,340.0,,0,4000,,,,0
KAGGLE004051,22,Salaried,5250.0,315.0,,0,4000,,,,1
KAGGLE004052,23,Salaried,5780.0,346.8,,0,4000,,,,0
KAGGLE004053,23,Salaried,5333.0,319.97999999999996,,0,4000,,,,1
KAGGLE004054,21,Salaried,5833.333333333333,349.99999999999994,,0,4000,,,,0
KAGGLE004055,26,Salaried,5833.333333333333,349.99999999999994,,0,4000,,,,0
KAGGLE004056,24,Salaried,5833.333333333333,349.99999999999994,,0,4000,,,,0
KAGGLE004057,23,Salaried,3333.3333333333335,500.0,,0,6000,,,,0
KAGGLE004058,26,Salaried,5833.333333333333,349.99999999999994,,0,4000,,,,0
KAGGLE004059,26,Salaried,5833.333333333333,349.99999999999994,,0,4000,,,,0
KAGGLE004060,23,Salaried,2833.3333333333335,991.6666666666666,,0,12000,,,,1
KAGGLE004061,25,Salaried,3333.3333333333335,600.0,,0,7100,,,,0
KAGGLE004062,24,Salaried,6000.0,360.0,,0,4000,,,,0
KAGGLE004063,25,Salaried,6250.0,312.5,,0,4000,,,,0
KAGGLE004064,22,Salaried,3333.3333333333335,433.33333333333337,,0,5000,,,,0
KAGGLE004065,22,Salaried,2833.3333333333335,368.33333333333337,,0,4500,,,,1
KAGGLE004066,25,Salaried,3333.3333333333335,166.66666666666669,,0,2100,,,,0
KAGGLE004067,23,Salaried,3333.3333333333335,433.33333333333337,,0,5000,,,,0
KAGGLE004068,24,Salaried,3333.3333333333335,633.3333333333334,,0,7500,,,,0
KAGGLE004069,23,Salaried,3333.3333333333335,500.0,,0,6000,,,,0
KAGGLE004070,22,Salaried,6437.5,321.875,,0,4000,,,,0
KAGGLE004071,22,Salaried,6581.0,329.05,,0,4000,,,,0
KAGGLE004072,24,Salaried,3333.3333333333335,466.66666666666674,,0,5400,,,,0
KAGGLE004073,25,Salaried,6666.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE004074,22,Salaried,3333.3333333333335,833.3333333333334,,0,10000,,,,0
KAGGLE004075,23,Salaried,6666.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE004076,22,Salaried,6666.666666666667,333.33333333333337,,0,4000,,,,0
KAGGLE004077,22,Salaried,3333.3333333333335,566.6666666666667,,0,6700,,,,0
KAGGLE004078,24,Salaried,6833.0,341.65000000000003,,0,4000,,,,0
KAGGLE004079,26,Salaried,6833.333333333333,341.6666666666667,,0,4000,,,,0
KAGGLE004080,26,Salaried,2833.3333333333335,453.33333333333337,,0,5500,,,,1
KAGGLE004081,23,Salaried,7666.666666666667,306.6666666666667,,0,4000,,,,0
KAGGLE004082,24,Salaried,7750.0,310.0,,0,4000,,,,0
KAGGLE004083,24,Salaried,7916.666666666667,316.6666666666667,,0,4000,,,,0
KAGGLE004084,23,Salaried,7916.666666666667,316.6666666666667,,0,4000,,,,0
KAGGLE004085,23,Salaried,3333.3333333333335,1266.6666666666667,,0,15000,,,,0
KAGGLE004086,24,Salaried,3333.3333333333335,533.3333333333334,,0,6400,,,,0
KAGGLE004087,26,Salaried,8166.666666666667,326.6666666666667,,0,4000,,,,0
KAGGLE004088,22,Salaried,3333.3333333333335,633.3333333333334,,0,7500,,,,0
KAGGLE004089,23,Salaried,7333.333333333333,366.6666666666667,,0,4000,,,,1
KAGGLE004090,24,Salaried,3333.3333333333335,366.6666666666667,,0,4500,,,,0
KAGGLE004091,22,Salaried,3333.3333333333335,166.66666666666669,,0,2000,,,,0
KAGGLE004092,21,Salaried,3333.3333333333335,200.0,,0,2500,,,,0
KAGGLE004093,26,Salaried,2833.3333333333335,340.0,,0,4000,,,,1
KAGGLE004094,26,Salaried,10833.333333333334,325.0,,0,4000,,,,0
KAGGLE004095,24,Salaried,9839.0,295.17,,0,4000,,,,1
KAGGLE004096,26,Salaried,10916.666666666666,327.49999999999994,,0,4000,,,,0
KAGGLE004097,21,Salaried,3333.3333333333335,433.33333333333337,,0,5000,,,,0
KAGGLE004098,26,Salaried,13166.666666666666,394.99999999999994,,0,4000,,,,1
KAGGLE004099,24,Salaried,1250.0,350.00000000000006,,0,4200,,,,1
KAGGLE004100,24,Salaried,1333.3333333333333,346.6666666666667,,0,4200,,,,1
KAGGLE004101,21,Salaried,1583.3333333333333,348.3333333333333,,0,4200,,,,1
KAGGLE004102,23,Salaried,1750.0,350.0,,0,4200,,,,0
KAGGLE004103,24,Salaried,3333.3333333333335,833.3333333333334,,0,10000,,,,0
KAGGLE004104,23,Salaried,1800.0,342.0,,0,4200,,,,0
KAGGLE004105,22,Salaried,1880.0,357.2,,0,4200,,,,1
KAGGLE004106,23,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE004107,23,Salaried,1960.0,352.8,,0,4200,,,,0
KAGGLE004108,25,Salaried,2083.0,354.11,,0,4200,,,,0
KAGGLE004109,24,Salaried,2166.6666666666665,346.66666666666663,,0,4200,,,,1
KAGGLE004110,22,Salaried,2340.0,351.0,,0,4200,,,,1
KAGGLE004111,25,Salaried,3333.3333333333335,666.6666666666667,,0,8000,,,,0
KAGGLE004112,26,Salaried,2416.6666666666665,338.33333333333337,,0,4200,,,,0
KAGGLE004113,26,Salaried,2500.0,350.00000000000006,,0,4200,,,,0
KAGGLE004114,26,Salaried,2500.0,350.00000000000006,,0,4200,,,,1
KAGGLE004115,25,Salaried,2500.0,350.00000000000006,,0,4200,,,,0
KAGGLE004116,25,Salaried,1200.0,360.0,,0,4350,,,,1
KAGGLE004117,23,Salaried,3333.3333333333335,166.66666666666669,,0,2000,,,,0
KAGGLE004118,22,Salaried,1833.3333333333333,366.6666666666667,,0,4350,,,,0
KAGGLE004119,23,Salaried,3333.3333333333335,633.3333333333334,,0,7500,,,,0
KAGGLE004120,22,Salaried,2500.0,350.00000000000006,,0,4350,,,,0
KAGGLE004121,23,Salaried,3333.3333333333335,433.33333333333337,,0,5000,,,,0
KAGGLE004122,23,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE004123,26,Salaried,3333.3333333333335,200.0,,0,2200,,,,0
KAGGLE004124,25,Salaried,3333.3333333333335,300.0,,0,3600,,,,0
KAGGLE004125,24,Salaried,1200.0,360.0,,0,4375,,,,1
KAGGLE004126,23,Salaried,3333.3333333333335,333.33333333333337,,0,4000,,,,0
KAGGLE004127,26,Salaried,3333.3333333333335,500.0,,0,6000,,,,0
KAGGLE004128,26,Salaried,1250.0,362.5,,0,4375,,,,1
KAGGLE004129,24,Salaried,1400.0,364.0,,0,4375,,,,1
KAGGLE004130,24,Salaried,1837.0,367.40000000000003,,0,4375,,,,1
KAGGLE004131,26,Salaried,2040.0,367.2,,0,4375,,,,0
KAGGLE004132,23,Salaried,4166.666666666667,375.0,,0,4375,,,,0
KAGGLE004133,22,Salaried,1200.0,372.0,,0,4400,,,,1
KAGGLE004134,22,Salaried,1600.0,368.0,,0,4400,,,,1
KAGGLE004135,21,Salaried,1666.6666666666667,366.6666666666667,,0,4400,,,,0
KAGGLE004136,24,Salaried,2083.3333333333335,375.0,,0,4400,,,,0
KAGGLE004137,21,Salaried,3333.3333333333335,166.66666666666669,,0,2000,,,,0
KAGGLE004138,22,Salaried,2708.0,379.12000000000006,,0,4400,,,,0
KAGGLE004139,23,Salaried,3333.3333333333335,433.33333333333337,,0,5000,,,,0
